egiftID,Main_id
SM0229,42486-4
SM0230,42587-6
SM0231,42663-9
SM0232,42712-0
SM0233,42751-5
SM0234,42902-1
SM0235,42907-6
SM0236,43621-8
SM0237,43660-3
SM0238,48033-2
SM0239,48038-7
SM0240,48050-7
SM0241,48110-8
SM0242,48368-5
SM0243,48566-7
SM0244,48589-0
SM0245,48594-2
SM0246,48601-9
SM0247,48775-9
SM0248,48884-2
SM0249,49002-1
SM0250,49176-1
SM0251,49231-7
SM0252,49245-6
SM0253,49346-8
SM0254,49359-4
SM0255,49379-8
SM0256,49465-8
SM0258,49704-0
SM0259,49869-6
SM0260,50001-8
SM0261,50036-4
SM0262,50066-5
SM0263,50124-0
SM0264,50127-9
SM0265,50128-2
SM0266,50133-4
SM0267,50199-4
SM0269,50539-8
SM0270,50553-4
SM0271,50665-6
SM0272,50881-6
SM0273,50968-2
SM0274,50986-0
SM0275,50990-9
SM0276,51130-8
SM0277,51153-1
SM0278,51156-0
SM0279,51242-0
SM0280,51421-1
SM0281,51615-4
SM0282,51673-0
SM0283,51788-1
SM0284,51874-1
SM0285,51957-5
SM0286,51989-2
SM0287,52281-8
SM0288,52349-3
SM0289,52716-9
SM0290,52822-3
SM0291,52840-1
SM0292,52916-7
SM0293,43921-5
SM0294,43923-1
SM0296,43947-7
SM0297,53049-9
SM0298,53090-7
SM0300,53146-9
SM0301,53155-3
SM0302,43979-4
SM0303,53572-4
SM0304,53940-3
SM0305,53973-3
SM0306,54192-5
SM0307,54266-5
SM0308,54397-8
SM0309,54639-9
SM0310,54846-5
SM0311,54951-6
SM0312,55125-8
SM0313,55210-5
SM0314,55322-7
SM0315,55605-9
SM0316,55628-2
SM0317,55631-8
SM0319,55797-7
SM0320,55951-9
SM0322,56221-8
SM0323,60244-0
SM0324,60295-8
SM0325,56450-4
SM0326,56561-3
SM0327,56613-3
SM0328,56839-3
SM0329,56862-3
SM0330,56888-5
SM0331,56963-5
SM0332,56993-6
SM0333,57089-9
SM0334,57123-8
SM0335,57162-3
SM0336,57181-4
SM0338,57315-5
SM0339,57418-3
SM0340,57657-6
SM0341,57691-6
SM0342,57747-8
SM0343,57775-3
SM0344,57847-7
SM0345,58043-6
SM0346,58045-2
SM0347,58117-6
SM0348,58305-1
SM0349,58317-4
SM0350,58344-6
SM0351,58466-5
SM0352,58643-0
SM0353,46030-7
SM0354,58919-4
SM0355,58963-1
SM0356,59071-4
SM0357,59090-5
SM0358,59108-5
SM0359,59228-8
SM0360,59234-3
SM0361,59314-8
SM0362,59354-6
SM0363,59439-6
SM0364,59455-8
SM0365,59502-3
SM0366,59561-2
SM0367,59698-3
SM0368,59735-1
SM0369,59856-7
SM0370,59885-5
SM0371,59921-0
SM0372,70132-5
SM0373,70333-6
SM0374,70679-9
SM0375,25123-1
SM0376,70875-5
SM0377,70928-8
SM0378,71665-3
SM0379,71706-3
SM0380,46130-6
SM0381,46213-0
SM0382,71935-9
SM0383,72044-5
SM0384,72120-8
SM0385,72159-6
SM0386,72307-3
SM0387,72348-4
SM0388,72633-9
SM0389,72649-4
SM0390,72719-2
SM0391,72723-1
SM0392,73548-5
SM0393,73645-5
SM0394,73685-3
SM0395,74019-5
SM0396,74228-7
SM0397,74249-4
SM0398,74301-1
SM0399,74316-3
SM0400,74416-2
SM0401,74486-1
SM0402,74797-8
SM0403,75143-0
SM0404,75182-5
SM0405,75198-0
SM0406,75275-6
SM0407,75284-0
SM0408,75312-4
SM0409,75362-9
SM0410,75427-5
SM0411,75457-6
SM0412,75469-9
SM0413,75616-3
SM0414,75631-2
SM0415,75930-6
SM0416,75976-2
SM0417,76058-6
SM0418,76077-7
SM0419,76098-4
SM0420,76408-7
SM0421,76495-1
SM0422,76689-4
SM0424,43014-6
SM0425,77105-4
SM0426,77150-4
SM0428,77361-2
SM0429,77504-7
SM0430,77618-5
SM0431,77651-2
SM0432,77892-1
SM0433,77906-9
SM0434,77930-2
SM0435,78103-1
SM0436,78153-6
SM0437,78559-0
SM0438,78601-0
SM0439,78643-4
SM0440,79002-2
SM0441,79047-5
SM0442,79135-1
SM0443,79288-4
SM0444,79313-9
SM0445,79342-7
SM0446,79511-1
SM0447,79582-3
SM0448,79609-7
SM0449,79741-0
SM0450,80018-7
SM0451,80111-5
SM0452,80244-4
SM0453,80246-0
SM0454,80328-1
SM0456,80390-6
SM0458,80414-1
SM0459,80501-4
SM0460,80518-2
SM0461,80571-3
SM0462,80733-9
SM0463,80741-0
SM0464,80787-6
SM0465,80832-5
SM0466,80884-6
SM0467,80969-6
SM0469,81037-1
SM0470,81116-3
SM0472,81262-5
SM0473,81328-4
SM0474,81332-3
SM0475,81338-1
SM0476,81408-9
SM0477,81653-7
SM0478,81890-4
SM0479,82905-8
SM0480,82963-4
SM0481,83037-7
SM0482,83243-0
SM0484,83795-6
SM0485,83830-8
SM0486,83892-6
SM0487,83993-8
SM0490,84456-7
SM0491,84563-4
SM0492,84566-3
SM0493,84568-9
SM0494,84803-9
SM0495,84911-9
SM0496,84959-1
SM0497,86207-3
SM0498,86365-8
SM0499,86366-1
SM0500,86422-0
SM0501,86435-6
SM0502,86476-7
SM0503,86570-8
SM0504,86832-3
SM0505,87311-4
SM0506,87503-1
SM0507,87530-3
SM0508,88104-1
SM0509,88260-0
SM0510,88369-6
SM0511,88418-7
SM0512,88580-1
SM0513,88705-8
SM0514,88725-2
SM0515,88834-5
SM0516,88931-5
SM0517,88958-0
SM0518,89138-7
SM0520,89220-5
SM0521,89412-2
SM0522,89562-6
SM0523,89600-7
SM0524,89848-7
SM0525,89904-6
SM0526,89926-6
SM0527,89937-6
SM0528,60887-1
SM0529,61005-0
SM0531,61459-3
SM0532,61466-1
SM0533,61696-0
SM0534,61957-2
SM0535,62026-0
SM0536,62198-4
SM0537,62249-1
SM0538,62286-0
SM0539,62536-2
SM0540,62945-2
SM0541,62986-3
SM0542,63005-6
SM0543,63042-5
SM0544,63165-7
SM0545,63278-2
SM0546,63288-9
SM0547,63350-3
SM0548,63582-8
SM0549,63816-8
SM0550,64001-7
SM0551,64021-1
SM0552,64028-2
SM0553,64408-4
SM0554,64455-0
SM0555,64457-6
SM0556,64473-8
SM0557,64746-3
SM0558,64871-8
SM0559,64919-9
SM0561,65196-7
SM0562,65483-8
SM0563,65488-3
SM0564,65496-4
SM0565,65592-1
SM0566,65648-3
SM0567,65788-0
SM0568,66158-8
SM0569,66178-2
SM0570,66183-4
SM0571,66219-2
SM0572,66283-3
SM0573,66305-2
SM0574,66329-8
SM0575,66435-2
SM0576,66494-1
SM0577,66516-0
SM0578,66540-3
SM0579,66566-5
SM0580,66673-2
SM0581,66982-3
SM0582,67071-5
SM0583,67342-4
SM0584,67372-5
SM0585,67629-8
SM0586,67769-5
SM0587,67997-8
SM0588,68038-1
SM0589,68281-3
SM0590,68492-1
SM0591,68538-6
SM0592,68545-4
SM0593,68626-2
SM0594,68800-8
SM0595,69008-3
SM0596,69020-3
SM0597,69126-0
SM0598,69268-3
SM0599,69364-0
SM0600,69591-0
SM0601,69733-2
SM0602,69766-2
SM0603,69881-0
SM0604,39127-2
SM0605,39211-6
SM0606,39492-3
SM0607,39550-8
SM0608,39557-9
SM0609,39751-9
SM0610,39819-4
SM0611,39921-6
SM0612,38433-1
SM0613,38449-6
SM0614,38467-4
SM0615,38627-4
SM0616,38658-8
SM0617,38875-1
SM0618,38908-0
SM0619,13365-0
SM0620,13481-1
SM0621,13483-7
SM0622,13514-0
SM0623,13523-4
SM0624,13578-4
SM0625,13615-2
SM0626,13744-9
SM0627,13939-5
SM0628,13961-2
SM0629,13962-5
SM0631,21527-7
SM0632,21533-2
SM0633,21734-3
SM0634,21751-8
SM0635,21844-9
SM0636,21907-9
SM0637,21921-5
SM0638,90068-9
SM0639,90193-4
SM0640,90539-6
SM0641,90560-0
SM0642,90955-4
SM0643,91239-2
SM0644,91310-0
SM0645,91471-4
SM0646,91499-2
SM0647,91604-2
SM0648,91703-8
SM0649,91899-8
SM0650,92138-3
SM0651,92297-1
SM0652,92660-5
SM0653,92663-4
SM0654,92714-1
SM0655,92805-6
SM0656,92904-2
SM0657,92926-2
SM0658,93021-9
SM0659,93139-9
SM0660,93181-0
SM0661,93198-8
SM0662,93255-0
SM0663,93305-4
SM0664,93365-6
SM0665,93432-5
SM0666,93661-1
SM0667,93678-9
SM0668,93938-8
SM0669,94012-8
SM0670,94182-6
SM0671,94215-5
SM0672,94341-3
SM0673,94367-5
SM0674,94428-9
SM0675,94559-2
SM0676,95145-0
SM0677,95428-2
SM0678,95482-6
SM0679,95568-9
SM0680,95615-4
SM0681,95702-7
SM0682,95757-7
SM0683,96062-9
SM0685,96116-5
SM0686,96132-7
SM0687,96183-5
SM0688,96244-9
SM0689,96360-0
SM0690,96856-6
SM0691,96987-9
SM0692,97066-4
SM0693,97082-6
SM0694,97445-3
SM0696,97890-9
SM0697,98064-1
SM0699,98104-8
SM0700,98207-6
SM0702,98606-9
SM0703,98979-4
SM0704,99262-6
SM0705,99530-6
SM0706,99665-1
SM0707,99874-3
SM0708,10193-A
SM0709,10234-A
SM0710,10286-A
SM0711,10356-A
SM0712,10609-A
SM0713,10717-A
SM0714,10917-A
SM0715,11007-A
SM0716,11074-A
SM0718,11134-A
SM0719,11198-A
SM0720,11257-A
SM0721,11438-A
SM0722,11520-A
SM0723,11563-A
SM0724,11624-A
SM0725,11626-A
SM0726,11693-A
SM0727,11701-A
SM0728,11781-A
SM0729,11830-A
SM0730,11852-A
SM0731,11927-A
SM0732,12083-A
SM0733,12096-A
SM0734,12138-A
SM0735,12183-A
SM0736,12239-A
SM0737,12572-A
SM0738,12913-A
SM0739,12940-A
SM0740,13077-A
SM0741,13158-A
SM0742,13423-A
SM0743,13700-A
SM0744,13965-A
SM0745,14216-A
SM0746,14467-A
SM0747,14502-A
SM0748,14506-A
SM0749,14599-A
SM0750,14695-A
SM0751,14705-A
SM0752,14980-A
SM0753,15147-A
SM0754,15202-A
SM0755,15392-A
SM0756,15417-A
SM0757,15483-A
SM0758,15564-A
SM0759,15686-A
SM0760,15929-A
SM0761,15973-A
SM0762,16166-A
SM0763,16201-A
SM0764,16228-A
SM0765,16488-A
SM0766,16683-A
SM0767,16799-A
SM0768,16841-A
SM0769,16886-A
SM0770,16946-A
SM0771,16952-A
SM0773,17446-A
SM0774,17485-A
SM0775,17591-A
SM0776,17699-A
SM0777,17703-A
SM0778,17761-A
SM0779,17786-A
SM0780,17904-A
SM0781,18074-A
SM0782,18528-A
SM0783,18577-A
SM0784,18594-A
SM0785,18780-A
SM0786,18836-A
SM0787,19072-A
SM0788,19075-A
SM0789,19149-A
SM0790,19197-A
SM0791,19266-A
SM0792,19278-A
SM0793,19292-A
SM0794,19316-A
SM0795,19415-A
SN0001,04350-4
SN0002,06176-4
SN0003,06796-2
SN0004,10063-8
SN0005,14801-4
SN0007,15222-0
SN0008,15722-5
SN0009,16306-0
SN0010,16400-1
SN0011,16401-4
SN0013,20591-5
SN0014,20978-8
SN0015,22411-6
SN0016,23339-8
SN0018,29999-2
SN0019,26892-3
SN0020,31528-7
SN0021,32511-2
SN0022,32767-3
SN0023,33938-6
SN0024,33948-3
SN0025,36052-0
SN0026,38105-9
SN0027,28107-8
SN0028,37046-8
SN0029,37368-5
SN0030,37515-9
SN0031,37796-6
SN0032,37802-0
SN0033,40278-9
SN0034,16859-9
SN0035,41499-7
SN0036,41890-6
SN0037,43635-7
SN0039,48161-6
SN0040,48210-7
SN0041,48275-4
SN0042,48307-0
SN0043,48809-1
SN0044,50233-3
SN0045,50267-6
SN0046,50372-7
SN0047,50892-6
SN0048,51974-0
SN0050,53443-7
SN0051,53977-5
SN0052,56040-1
SN0053,56883-0
SN0054,56965-1
SN0055,57510-8
SN0056,57937-9
SN0057,57983-2
SN0058,58237-9
SN0059,58761-7
SN0060,59264-4
SN0061,70242-1
SN0062,70494-0
SN0063,72782-0
SN0064,74503-5
SN0065,74618-6
SN0066,74768-0
SN0067,74788-4
SN0068,75376-8
SN0069,75440-8
SN0070,75556-2
SN0071,76569-1
SN0073,77770-2
SN0074,77950-6
SN0075,78233-1
SN0076,78655-7
SN0077,78661-2
SN0078,78693-9
SN0079,80988-7
SN0080,81682-5
SN0081,81816-6
SN0083,86653-2
SN0084,87607-2
SN0085,88022-0
SN0086,88066-0
SN0087,88450-1
SN0088,88981-0
SN0089,89591-4
SN0090,89617-5
SN0091,89621-4
SN0092,89855-5
SN0093,89909-1
SN0094,61271-5
SN0095,61418-2
SN0096,62344-5
SN0097,63953-6
SN0098,64364-5
SN0099,64581-8
SN0100,65546-8
SN0101,66920-5
SN0102,67536-7
SN0103,67729-7
SN0104,68671-2
SN0105,68719-3
SN0106,68919-1
SN0107,69362-4
SN0108,69716-7
SN0109,69802-7
SN0110,39154-4
SN0111,39636-1
SN0112,38423-4
SN0113,21938-3
SN0114,90399-0
SN0115,90593-0
SN0116,91178-8
SN0117,91706-7
SN0118,91833-8
SN0119,92388-6
SN0120,92935-6
SN0121,94796-9
SN0122,95337-7
SN0123,95574-4
SN0124,96631-9
SN0125,96844-3
SN0126,96894-8
SN0127,97110-0
SN0128,97979-1
SN0129,10173-A
SN0130,10735-A
SN0131,11469-A
SN0132,12312-A
SN0133,14823-A
SN0134,15095-A
SN0135,16593-A
SN0136,18788-A
SN0137,19277-A
SN0138,19326-A
SO0001,01873-3
SÓ0001,14984-A
SO0002,01881-4
SO0003,01895-3
SO0004,04613-2
SO0005,09912-1
SO0006,10474-4
SO0007,11370-6
SO0008,11458-5
SO0009,11835-8
SO0010,12650-2
SO0011,13246-0
SO0012,14913-6
SO0013,15188-1
SO0016,16157-0
SO0017,16231-7
SO0019,17152-8
SO0020,18712-7
SO0021,19792-6
SO0022,20113-9
SO0023,20298-9
SO0024,20373-9
SO0026,22675-8
SO0027,23176-9
SO0028,23501-1
SO0029,23690-0
SO0030,26097-6
SO0031,27273-1
SO0033,27993-8
SO0035,29501-9
SO0036,29648-7
SO0037,30079-7
SO0038,30687-2
SO0039,30706-2
SO0040,31083-9
SO0041,31388-1
SO0042,31500-9
SO0043,31501-2
SO0044,32028-5
SO0045,32030-8
SO0046,32069-6
SO0047,28062-6
SO0048,33599-5
SO0049,33751-1
SO0050,33829-3
SO0051,36325-5
SO0053,37277-0
SO0055,37939-1
SO0056,40656-5
SO0057,42065-1
SO0058,42594-4
SO0059,48030-3
SO0060,48918-4
SO0061,49750-3
SO0062,49939-4
SO0063,51363-6
SO0064,51621-9
SO0065,52012-4
SO0066,55252-9
SO0067,56216-6
SO0068,56620-1
SO0069,57016-1
SO0070,57077-6
SO0071,57926-9
SO0072,58198-5
SO0073,58841-2
SO0074,59142-5
SO0075,59370-8
SO0076,70408-9
SO0077,70460-7
SO0078,70636-2
SO0079,72736-7
SO0080,73737-3
SO0081,73904-1
SO0082,74233-9
SO0083,74778-7
SO0085,75325-0
SO0086,76655-1
SO0088,76913-4
SO0089,77576-2
SO0090,79537-3
SO0091,80510-8
SO0092,81742-6
SO0093,83624-5
SO0094,87221-2
SO0095,87233-5
SO0096,87314-3
SO0097,88248-0
SO0098,89256-4
SO0099,28668-8
SO0100,60692-5
SO0101,60892-3
SO0102,62365-2
SO0104,62758-0
SO0105,64012-7
SO0106,64297-6
SO0107,65763-1
SO0108,66798-0
SO0109,67991-0
SO0110,68569-0
SO0111,68694-5
SO0112,69615-5
SO0113,39410-1
SO0114,38986-0
SO0115,90378-3
SO0116,90679-3
SO0117,91126-7
SO0118,92827-6
SO0119,93223-3
SO0120,93295-8
SO0121,93524-3
SO0122,94238-8
SO0123,95435-0
SO0124,96241-0
SO0125,97045-7
SO0126,97313-7
SO0127,98412-6
SO0128,10276-A
SO0129,10747-A
SO0130,11052-A
SO0131,12452-A
SO0132,12758-A
SO0133,12778-A
SO0134,14993-A
SO0135,15457-A
SO0136,16347-A
SO0137,17016-A
SO0138,17059-A
SO0139,18219-A
SO0140,19041-A
SP0001,01927-9
SP0002,01969-3
SP0003,01992-3
SP0004,02018-7
SP0005,02025-5
SP0006,02031-0
SP0007,02041-7
SP0008,03097-3
SP0009,03130-9
SP0010,03134-1
SP0011,03216-2
SP0012,03403-4
SP0014,03782-4
SP0016,04377-9
SP0017,04617-4
SP0018,04963-4
SP0019,05245-6
SP0021,09958-7
SP0022,10965-5
SP0023,12921-1
SP0024,13147-4
SP0025,14042-3
SP0028,14542-8
SP0030,15016-7
SP0031,15311-9
SP0032,15365-6
SP0034,15805-9
SP0035,16331-6
SP0036,16394-7
SP0037,16442-5
SP0038,19190-6
SP0040,19656-1
SP0042,20890-9
SP0043,21011-7
SP0048,21419-7
SP0050,22829-3
SP0051,23219-5
SP0052,99900-1
SP0053,16599-0
SP0054,23783-1
SP0056,05783-3
SP0058,26250-5
SP0059,03652-4
SP0060,27554-7
SP0061,27794-3
SP0062,27819-1
SP0064,29249-4
SP0065,29588-6
SP0066,29654-2
SP0068,29886-7
SP0069,17613-8
SP0070,30016-6
SP0071,30039-9
SP0072,30106-8
SP0073,30308-2
SP0074,30322-8
SP0075,30353-2
SP0076,30659-7
SP0077,31075-8
SP0078,31147-2
SP0079,31349-6
SP0080,31354-8
SP0081,31492-9
SP0082,31539-7
SP0083,31792-6
SP0084,31800-6
SP0085,32079-3
SP0086,32137-8
SP0087,26491-4
SP0088,26492-7
SP0089,32338-9
SP0090,32379-0
SP0091,32534-5
SP0092,28519-7
SP0093,35501-4
SP0094,28066-8
SP0095,35589-4
SP0096,33175-3
SP0097,33941-2
SP0098,34065-0
SP0100,34283-6
SP0101,34417-7
SP0102,34484-7
SP0103,34630-8
SP0104,34807-6
SP0105,34999-4
SP0106,36063-0
SP0107,36114-7
SP0108,36117-6
SP0109,36912-3
SP0112,40185-8
SP0113,40465-1
SP0114,16863-8
SP0115,41439-5
SP0116,41493-9
SP0117,41646-1
SP0118,42158-2
SP0119,42541-0
SP0120,42579-5
SP0121,48071-4
SP0122,48331-3
SP0123,48340-7
SP0124,48585-8
SP0125,48790-8
SP0126,48795-3
SP0127,48986-7
SP0128,49845-0
SP0129,50412-4
SP0130,50416-6
SP0131,50663-0
SP0132,50796-9
SP0133,51019-2
SP0134,51062-6
SP0135,51626-4
SP0136,51637-4
SP0137,51761-6
SP0138,51881-9
SP0139,51981-8
SP0140,52723-7
SP0141,53241-3
SP0142,44001-3
SP0143,60053-6
SP0144,53456-3
SP0145,53479-6
SP0146,53720-1
SP0147,53927-0
SP0149,54415-5
SP0150,55581-4
SP0151,55885-3
SP0152,56021-0
SP0153,56058-2
SP0154,56173-0
SP0155,56206-9
SP0156,56744-6
SP0157,57144-5
SP0158,57651-8
SP0159,57875-2
SP0160,58081-8
SP0161,58172-3
SP0162,58471-7
SP0164,58706-0
SP0165,46057-2
SP0166,59385-0
SP0167,59483-3
SP0168,59586-1
SP0169,59629-7
SP0170,70274-8
SP0171,70443-2
SP0172,70506-2
SP0173,70574-5
SP0174,70682-5
SP0175,70955-0
SP0176,70963-1
SP0177,71069-1
SP0178,71088-2
SP0179,71174-2
SP0180,71252-1
SP0181,46191-1
SP0182,71898-1
SP0183,72012-8
SP0184,72050-0
SP0185,72145-7
SP0186,72154-1
SP0187,72235-9
SP0188,72341-3
SP0189,72482-3
SP0190,72947-5
SP0191,72950-1
SP0192,73425-3
SP0193,74075-5
SP0194,74261-4
SP0195,74387-5
SP0196,74455-7
SP0197,74908-6
SP0199,75168-9
SP0200,76240-3
SP0201,76297-9
SP0202,76320-8
SP0203,76461-8
SP0204,76565-9
SP0205,76658-0
SP0206,43030-8
SP0207,77319-1
SP0208,77348-9
SP0209,77417-4
SP0210,78275-5
SP0211,78749-1
SP0212,78968-0
SP0213,79386-7
SP0214,28744-1
SP0215,79898-5
SP0216,80093-8
SP0217,81024-5
SP0218,81072-4
SP0219,81130-9
SP0222,82404-0
SP0223,82751-3
SP0224,82849-9
SP0225,83038-0
SP0226,83248-5
SP0227,83325-1
SP0229,83594-5
SP0230,83651-7
SP0231,83859-9
SP0232,84079-4
SP0233,84096-9
SP0234,84192-6
SP0235,84515-5
SP0236,84683-7
SP0237,84926-1
SP0238,86392-0
SP0239,86578-2
SP0240,86746-3
SP0241,88061-5
SP0242,88482-8
SP0243,88628-2
SP0244,88998-8
SP0245,89021-0
SP0246,89141-3
SP0247,89521-5
SP0248,89618-8
SP0249,89630-8
SP0250,89941-5
SP0251,60616-1
SP0252,60620-0
SP0253,60795-3
SP0254,61017-3
SP0255,61170-3
SP0256,61286-7
SP0257,61428-9
SP0258,61869-6
SP0259,62019-2
SP0260,62250-1
SP0261,62296-7
SP0262,62321-2
SP0263,62578-6
SP0264,62656-5
SP0265,62678-5
SP0266,62757-7
SP0267,63220-3
SP0268,63238-4
SP0269,63240-7
SP0270,63343-5
SP0271,63529-7
SP0272,63696-6
SP0273,63839-1
SP0274,64306-9
SP0275,64518-0
SP0276,64662-6
SP0277,65101-9
SP0278,65494-8
SP0279,65583-7
SP0280,65623-4
SP0281,66717-1
SP0282,66900-1
SP0283,66960-3
SP0284,67678-0
SP0286,68161-0
SP0287,68202-0
SP0288,68371-5
SP0289,68375-7
SP0290,68656-3
SP0291,69010-6
SP0292,69127-3
SP0293,69388-6
SP0294,39250-1
SP0295,39362-3
SP0296,39524-9
SP0297,39734-4
SP0298,38229-4
SP0299,38290-6
SP0300,38717-6
SP0301,13366-3
SP0302,13471-4
SP0303,13561-6
SP0304,13565-8
SP0305,13598-8
SP0306,21960-0
SP0307,35923-0
SP0308,90536-7
SP0309,90697-1
SP0310,90837-7
SP0311,90957-0
SP0312,91297-8
SP0313,91427-7
SP0314,91679-6
SP0315,91684-8
SP0316,91835-4
SP0317,92412-8
SP0318,93028-0
SP0319,93081-1
SP0320,93244-0
SP0321,93752-6
SP0322,94096-6
SP0323,94420-5
SP0324,94581-9
SP0325,94589-3
SP0326,94596-1
SP0327,94891-3
SP0328,95410-1
SP0329,95869-9
SP0330,96025-0
SP0331,96100-0
SP0332,96179-6
SP0333,96291-5
SP0334,96655-5
SP0335,96804-5
SP0336,96878-6
SP0337,96897-7
SP0338,97274-3
SP0339,97367-4
SP0340,97930-6
SP0342,99716-8
SP0343,99756-6
SP0344,99846-8
SP0345,99859-4
SP0346,10371-A
SP0347,10547-A
SP0348,10697-A
SP0350,11191-A
SP0351,11284-A
SP0352,11468-A
SP0353,11760-A
SP0354,11794-A
SP0355,11879-A
SP0356,11957-A
SP0357,12193-A
SP0358,12490-A
SP0359,12726-A
SP0360,12882-A
SP0361,12886-A
SP0362,12919-A
SP0363,13543-A
SP0364,13721-A
SP0365,13753-A
SP0366,13758-A
SP0367,13785-A
SP0368,13820-A
SP0369,14148-A
SP0370,14186-A
SP0371,14977-A
SP0372,15225-A
SP0375,15718-A
SP0376,16885-A
SP0377,16962-A
SP0378,16977-A
SP0379,17469-A
SP0380,17865-A
SP0381,18572-A
SP0382,18972-A
SP0383,19271-A
SP0384,19350-A
SQ0001,26253-4
SQ0002,35030-7
SQ0003,56443-6
SQ0004,59673-4
SQ0005,73581-2
SQ0006,74697-9
SQ0007,60697-0
SQ0008,60960-5
SQ0009,66320-1
SQ0010,66792-2
SQ0011,67241-2
SQ0013,69574-5
SQ0014,92546-0
SQ0015,94495-9
SQ0016,94760-0
SQ0017,98919-2
SQ0018,15323-A
SR0001,02097-0
SR0002,02098-3
SR0003,02100-5
SR0004,02104-7
SR0005,02105-0
SR0006,02126-7
SR0007,02137-7
SR0008,02154-2
SR0009,02156-8
SR0010,02160-7
SR0011,02179-1
SR0012,03925-9
SR0013,04433-8
SR0014,05536-9
SR0015,09132-3
SR0016,09133-6
SR0017,10150-1
SR0018,12485-0
SR0019,13087-3
SR0020,14074-0
SR0021,14079-5
SR0022,14274-8
SR0024,15355-9
SR0026,15834-7
SR0027,16177-4
SR0028,16444-1
SR0029,16511-0
SR0032,18846-9
SR0033,19413-6
SR0034,19700-7
SR0035,19801-9
SR0036,19945-8
SR0039,20481-9
SR0040,22283-3
SR0041,22476-3
SR0042,22512-8
SR0043,23002-9
SR0045,25072-4
SR0046,26092-1
SR0047,23788-6
SR0048,26422-8
SR0049,28031-2
SR0050,29842-7
SR0051,29932-9
SR0052,30209-6
SR0053,30402-3
SR0054,30693-7
SR0055,26804-6
SR0056,31245-5
SR0057,31294-7
SR0058,31437-2
SR0059,32011-7
SR0060,32280-1
SR0061,32805-4
SR0062,32912-1
SR0063,38060-7
SR0064,35599-1
SR0065,33240-6
SR0066,33398-4
SR0067,33480-2
SR0068,33747-2
SR0070,34513-4
SR0071,34529-9
SR0072,34792-5
SR0073,34864-9
SR0074,34977-4
SR0075,36150-3
SR0076,36520-8
SR0078,36868-7
SR0079,37024-8
SR0080,37084-0
SR0081,37303-8
SR0083,35105-0
SR0084,40630-3
SR0085,40760-3
SR0086,40907-0
SR0087,41208-3
SR0088,41768-0
SR0089,41926-4
SR0090,42145-6
SR0091,42278-5
SR0092,16968-2
SR0093,42490-3
SR0094,42947-4
SR0095,48055-2
SR0096,48352-0
SR0097,48520-1
SR0098,49039-3
SR0099,49510-7
SR0100,49633-9
SR0101,49720-2
SR0102,49943-3
SR0103,50143-1
SR0104,50516-5
SR0105,50650-4
SR0106,50888-7
SR0107,50930-7
SR0108,51122-7
SR0109,51195-5
SR0110,51316-0
SR0111,51335-1
SR0112,51381-4
SR0113,51813-6
SR0114,51993-1
SR0115,52376-5
SR0116,52400-7
SR0117,52428-5
SR0118,52537-8
SR0119,52538-1
SR0121,53205-7
SR0122,53772-2
SR0123,53784-5
SR0124,53988-5
SR0126,54149-1
SR0127,54366-4
SR0128,54783-5
SR0129,55058-9
SR0130,55277-8
SR0131,55379-3
SR0132,55901-4
SR0133,56203-0
SR0134,56600-7
SR0135,56644-7
SR0136,56727-1
SR0137,56811-5
SR0138,56977-4
SR0139,57393-5
SR0140,57503-0
SR0141,57565-8
SR0142,58074-0
SR0143,58105-3
SR0144,58218-8
SR0145,58220-1
SR0146,70489-8
SR0147,70654-0
SR0148,70854-8
SR0150,70996-1
SR0151,71127-6
SR0152,71295-8
SR0153,71320-3
SR0154,71729-6
SR0155,71875-8
SR0156,72213-9
SR0157,72282-5
SR0158,73122-7
SR0159,73302-1
SR0160,73566-3
SR0161,74478-0
SR0162,74573-4
SR0163,74602-1
SR0164,74948-4
SR0165,75019-8
SR0166,75884-4
SR0167,75935-1
SR0169,76460-5
SR0170,76531-6
SR0171,76738-5
SR0172,77126-1
SR0173,77396-8
SR0174,77869-1
SR0175,77870-1
SR0176,78110-9
SR0177,78382-2
SR0178,78558-7
SR0179,78851-3
SR0181,79155-5
SR0182,79166-5
SR0183,79405-7
SR0185,25730-3
SR0186,79725-8
SR0188,80179-1
SR0189,80210-1
SR0190,80549-6
SR0191,80679-6
SR0192,80682-2
SR0194,80761-4
SR0195,81002-5
SR0196,81049-4
SR0197,81050-4
SR0198,81316-1
SR0199,81395-4
SR0200,81485-6
SR0201,82615-8
SR0202,83002-1
SR0203,83439-9
SR0204,83724-4
SR0205,84121-4
SR0206,84486-8
SR0207,84540-1
SR0208,84832-7
SR0209,86077-4
SR0210,86252-3
SR0211,86499-0
SR0212,86773-5
SR0213,86910-2
SR0214,86959-7
SR0215,87077-7
SR0216,87129-7
SR0217,87180-2
SR0218,87671-3
SR0219,87827-4
SR0220,88300-7
SR0221,88652-5
SR0222,28483-9
SR0223,61013-1
SR0224,61810-4
SR0225,61878-0
SR0226,61921-3
SR0227,61935-2
SR0228,62117-5
SR0229,62449-9
SR0230,62804-2
SR0231,62841-1
SR0232,63145-3
SR0233,63601-8
SR0234,63609-2
SR0235,63871-5
SR0236,64106-1
SR0237,64325-0
SR0238,64580-5
SR0239,65156-9
SR0240,65370-3
SR0241,66342-1
SR0242,66526-7
SR0245,66812-5
SR0246,67005-8
