egiftID,Main_id
BM0309,84013-4
BM0310,84038-3
BM0311,84086-2
BM0312,84660-4
BM0313,84767-4
BM0315,25557-0
BM0316,86043-1
BM0318,86548-1
BM0319,86743-4
BM0320,87046-3
BM0321,87102-2
BM0322,87434-6
BM0323,87653-5
BM0325,87902-4
BM0326,88468-2
BM0327,88568-1
BM0328,88999-1
BM0329,89211-1
BM0330,89456-2
BM0331,89558-7
BM0332,89743-3
BM0333,89927-9
BM0335,60924-9
BM0336,61131-8
BM0337,62360-7
BM0338,63045-4
BM0339,63077-1
BM0340,63148-2
BM0341,63432-4
BM0342,63498-4
BM0343,63664-9
BM0344,63755-4
BM0345,63782-6
BM0346,64112-6
BM0347,64201-5
BM0348,64266-2
BM0349,64310-8
BM0350,64453-4
BM0351,64579-5
BM0352,64900-5
BM0353,64983-0
BM0354,65296-6
BM0355,65511-2
BM0356,65866-9
BM0357,65927-3
BM0358,66064-4
BM0359,66089-3
BM0360,66193-1
BM0361,66212-1
BM0362,66237-0
BM0363,66364-1
BM0364,66428-4
BM0366,66924-7
BM0367,67143-9
BM0368,67190-5
BM0370,67264-5
BM0371,67450-4
BM0372,68407-3
BM0373,68453-6
BM0375,68935-3
BM0377,69163-9
BM0378,69359-8
BM0379,69407-6
BM0380,69549-9
BM0381,69665-0
BM0382,69744-2
BM0383,69892-0
BM0384,39032-5
BM0385,39133-7
BM0387,39712-4
BM0388,39992-8
BM0389,38311-2
BM0390,38506-8
BM0391,38605-4
BM0392,38616-4
BM0393,38680-5
BM0394,38729-9
BM0395,38818-8
BM0396,13358-2
BM0397,13518-2
BM0398,13545-4
BM0399,35865-5
BM0400,90267-4
BM0401,90464-3
BM0402,90576-5
BM0403,90612-0
BM0404,90703-5
BM0405,90798-3
BM0406,90799-6
BM0407,91264-8
BM0408,91299-4
BM0409,91463-3
BM0410,92040-7
BM0411,92399-6
BM0412,93084-0
BM0413,93214-9
BM0414,93445-1
BM0415,93553-1
BM0416,93780-1
BM0417,93798-2
BM0418,94217-1
BM0419,94230-4
BM0420,94591-6
BM0421,94759-0
BM0422,94797-2
BM0423,94883-2
BM0424,94918-7
BM0425,95441-5
BM0426,95445-7
BM0427,95449-9
BM0428,95480-0
BM0429,95578-6
BM0430,95691-8
BM0432,96316-3
BM0433,96327-3
BM0434,97092-3
BM0435,97257-8
BM0436,97524-5
BM0437,97632-5
BM0438,97915-7
BM0440,98048-9
BM0441,98087-4
BM0442,98487-0
BM0444,98669-0
BM0445,98830-0
BM0446,99480-2
BM0447,99768-9
BM0448,10106-A
BM0449,10120-A
BM0450,25143-5
BM0451,10357-A
BM0452,10377-A
BM0453,10864-A
BM0454,10875-A
BM0455,10896-A
BM0456,10974-A
BM0457,11010-A
BM0458,11030-A
BM0459,11103-A
BM0461,11142-A
BM0462,11463-A
BM0463,11999-A
BM0464,12006-A
BM0465,12325-A
BM0466,12415-A
BM0467,12897-A
BM0468,13384-A
BM0469,13400-A
BM0470,13455-A
BM0471,13629-A
BM0472,13738-A
BM0473,13807-A
BM0474,14010-A
BM0476,14404-A
BM0477,14759-A
BM0478,14783-A
BM0479,14909-A
BM0480,15500-A
BM0481,15595-A
BM0482,15612-A
BM0483,15668-A
BM0484,15982-A
BM0485,16223-A
BM0486,16240-A
BM0487,16306-A
BM0488,16335-A
BM0489,16353-A
BM0490,16439-A
BM0491,16793-A
BM0492,17081-A
BM0493,17163-A
BM0494,17227-A
BM0495,17254-A
BM0496,17484-A
BM0497,17522-A
BM0498,17781-A
BM0499,18300-A
BM0500,18479-A
BM0501,18676-A
BM0502,18996-A
BM0503,19358-A
BN0001,00641-5
BN0002,03230-8
BN0003,04230-1
BN0004,11022-0
BN0007,17076-5
BN0008,19313-7
BN0010,19971-7
BN0011,20294-7
BN0012,22474-7
BN0013,22496-7
BN0015,17596-4
BN0016,30257-5
BN0017,32675-5
BN0018,33774-4
BN0019,38098-2
BN0020,36541-5
BN0021,37540-5
BN0022,16818-8
BN0023,16922-6
BN0024,40855-0
BN0025,40987-6
BN0026,41441-8
BN0027,41453-1
BN0028,49177-4
BN0029,51760-3
BN0030,52194-5
BN0031,53194-8
BN0032,54449-8
BN0033,55072-5
BN0034,55465-3
BN0035,55999-1
BN0036,56584-6
BN0037,57994-2
BN0038,58044-9
BN0039,59224-6
BN0040,70688-3
BN0041,70872-6
BN0042,71123-4
BN0043,71391-5
BN0044,73537-5
BN0045,74401-0
BN0046,74462-5
BN0047,78520-2
BN0048,79747-8
BN0049,81539-2
BN0050,83350-7
BN0051,84646-8
BN0052,87309-1
BN0053,87743-7
BN0054,89549-3
BN0055,61786-2
BN0057,63106-8
BN0058,63686-9
BN0059,65014-6
BN0060,66034-3
BN0061,66296-9
BN0062,66922-1
BN0063,67786-0
BN0064,67845-8
BN0065,68786-3
BN0066,69669-2
BN0067,69889-4
BN0068,38166-4
BN0069,21557-8
BN0070,90370-9
BN0071,93239-8
BN0072,93434-1
BN0073,95104-9
BN0074,97590-2
BN0075,97940-3
BN0076,98362-2
BN0077,98488-3
BN0078,10657-A
BN0079,11158-A
BN0080,13584-A
BN0081,13638-A
BN0082,14020-A
BN0083,14493-A
BN0084,15735-A
BN0085,15781-A
BN0086,16935-A
BN0087,17122-A
BN0088,18298-A
BN0089,19456-A
BO0001,01850-0
BO0002,01862-3
BO0003,01872-0
BO0004,01874-6
BO0005,01892-4
BO0007,04196-2
BO0008,06638-7
BO0009,11894-7
BO0011,15531-1
BO0013,18784-2
BO0015,20484-8
BO0016,20906-3
BO0017,21020-1
BO0019,21341-5
BO0021,27079-1
BO0022,26523-0
BO0023,25291-3
BO0024,30418-8
BO0025,32841-0
BO0028,33643-1
BO0029,33653-8
BO0030,34035-9
BO0031,37561-2
BO0032,42885-7
BO0033,49181-3
BO0034,51280-2
BO0035,51715-3
BO0036,53127-8
BO0037,54476-0
BO0038,54506-0
BO0039,54669-0
BO0040,56131-6
BO0041,60270-9
BO0042,57494-7
BO0043,58324-2
BO0044,58603-2
BO0045,58795-0
BO0046,59435-4
BO0047,70858-0
BO0048,71915-5
BO0050,74064-5
BO0052,74415-9
BO0053,74747-3
BO0054,74764-8
BO0056,76740-8
BO0057,79001-9
BO0058,81956-3
BO0059,83628-7
BO0060,83867-0
BO0061,84879-6
BO0062,84968-5
BO0063,86333-1
BO0064,86622-8
BO0065,87782-2
BO0066,89214-0
BO0067,89390-3
BO0068,89720-0
BO0069,61885-8
BO0070,62644-2
BO0071,65877-9
BO0072,69184-6
BO0073,69916-5
BO0074,38273-1
BO0075,90880-1
BO0076,91457-8
BO0077,91556-4
BO0078,97561-4
BO0079,97676-5
BO0080,97803-5
BO0081,98309-1
BO0082,99121-6
BO0083,10112-A
BO0084,10168-A
BO0085,10508-A
BO0086,10601-A
BO0087,10666-A
BO0088,12823-A
BO0089,14300-A
BO0090,16590-A
BO0091,17797-A
BP0001,01906-2
BP0002,01913-0
BP0003,01918-5
BP0004,01923-7
BP0005,02004-8
BP0006,02021-3
BP0007,02040-4
BP0008,03035-5
BP0009,03305-1
BP0010,03415-7
BP0011,04097-6
BP0013,05502-6
BP0015,06945-2
BP0016,08992-4
BP0017,09051-5
BP0018,09979-4
BP0019,10223-8
BP0020,11601-7
BP0021,11987-8
BP0022,12542-2
BP0023,13014-5
BP0025,14823-4
BP0026,14824-7
BP0027,15154-8
BP0028,15746-1
BP0029,15747-4
BP0030,16285-4
BP0031,17135-3
BP0034,18622-5
BP0035,19414-9
BP0038,20393-3
BP0040,21439-1
BP0041,22370-6
BP0042,22718-4
BP0043,22723-6
BP0045,25217-5
BP0046,27127-9
BP0047,26338-4
BP0048,27356-5
BP0049,27362-0
BP0051,29470-6
BP0052,29769-3
BP0053,29878-6
BP0054,29915-4
BP0055,29949-7
BP0056,30454-4
BP0057,30822-3
BP0058,31002-0
BP0059,31297-6
BP0060,26490-1
BP0061,32242-9
BP0062,32328-2
BP0063,32378-7
BP0064,32667-4
BP0065,35610-7
BP0066,33568-1
BP0067,34053-7
BP0068,34387-7
BP0069,36584-2
BP0070,36761-7
BP0071,36803-0
BP0073,37911-3
BP0074,41008-5
BP0075,41117-8
BP0076,41143-7
BP0077,41528-4
BP0078,41619-9
BP0079,41776-1
BP0080,41965-9
BP0081,42825-5
BP0082,48042-6
BP0083,48365-6
BP0084,49190-7
BP0085,43702-6
BP0086,50163-5
BP0087,50375-6
BP0088,50541-1
BP0089,51068-4
BP0090,51502-9
BP0091,51624-8
BP0092,52969-1
BP0093,53033-4
BP0094,53157-9
BP0095,53615-0
BP0096,53908-9
BP0097,54239-3
BP0098,54632-8
BP0099,56016-8
BP0100,56280-7
BP0101,56819-9
BP0102,56845-8
BP0103,56947-3
BP0104,57062-4
BP0105,57066-6
BP0107,57899-8
BP0108,57955-7
BP0109,58199-8
BP0110,58410-2
BP0111,58422-5
BP0112,58902-6
BP0113,59409-5
BP0114,59743-2
BP0115,60062-0
BP0116,70626-5
BP0117,71075-6
BP0118,71210-7
BP0119,71543-4
BP0120,28531-7
BP0122,72595-8
BP0123,74658-4
BP0124,74923-5
BP0125,75614-7
BP0126,75615-0
BP0127,75744-7
BP0128,75902-1
BP0130,78072-8
BP0131,78720-0
BP0132,79527-6
BP0133,81432-2
BP0134,81572-9
BP0135,82021-9
BP0136,82844-4
BP0138,83858-6
BP0139,83871-9
BP0140,84055-8
BP0141,84579-9
BP0142,84619-6
BP0143,84673-0
BP0144,84687-9
BP0145,86169-2
BP0146,44214-7
BP0147,86256-5
BP0148,86798-4
BP0149,87250-0
BP0151,88040-8
BP0152,88395-5
BP0153,88421-3
BP0154,88707-4
BP0155,88803-1
BP0156,88971-3
BP0157,60814-3
BP0158,60852-5
BP0159,60983-8
BP0161,65120-0
BP0162,65558-1
BP0163,65588-2
BP0164,65855-9
BP0165,66654-1
BP0166,67103-1
BP0169,67346-6
BP0170,67540-6
BP0171,68503-0
BP0172,68655-0
BP0173,68726-1
BP0174,68993-9
BP0175,69227-2
BP0176,69426-7
BP0177,69592-3
BP0178,39651-0
BP0179,38212-6
BP0180,38292-2
BP0181,38309-9
BP0182,38558-9
BP0183,38739-6
BP0184,13560-3
BP0185,13833-8
BP0186,21704-2
BP0187,21727-5
BP0188,35915-9
BP0189,90366-0
BP0190,90607-8
BP0191,90844-5
BP0192,91378-6
BP0193,93075-6
BP0194,93138-6
BP0195,93251-8
BP0196,93384-7
BP0197,93550-2
BP0199,94019-9
BP0200,94032-2
BP0201,94057-1
BP0202,94412-4
BP0203,95986-3
BP0204,96112-3
BP0205,97123-6
BP0206,97609-5
BP0207,97862-4
BP0208,99108-3
BP0209,99858-1
BP0210,12945-A
BP0211,13025-A
BP0212,13152-A
BP0213,13610-A
BP0214,13991-A
BP0215,14818-A
BP0216,17107-A
BP0217,17524-A
BP0219,18368-A
BP0220,18524-A
BQ0001,14483-0
BQ0002,15228-8
BQ0003,18845-6
BQ0004,32246-1
BQ0005,70714-1
BQ0006,73523-6
BQ0007,81418-6
BQ0008,66949-6
BQ0009,93897-8
BQ0010,95988-9
BQ0011,15024-A
BQ0012,15865-A
BR0001,00000-0
BR0002,02062-4
BR0003,02074-7
BR0004,02082-8
BR0005,02101-8
BR0006,02103-4
BR0007,02111-5
BR0008,02119-9
BR0009,02125-4
BR0010,03625-2
BR0011,03732-9
BR0012,03921-7
BR0013,04133-1
BR0014,04902-9
BR0015,06750-6
BR0016,09162-4
BR0017,10585-3
BR0018,11848-4
BR0019,13069-5
BR0020,14097-3
BR0021,14182-0
BR0023,15932-0
BR0024,16046-1
BR0025,19589-2
BR0026,19820-0
BR0028,20407-1
BR0029,21016-2
BR0030,21240-3
BR0034,23771-8
BR0035,27083-0
BR0037,27597-4
BR0038,29738-9
BR0039,30198-7
BR0040,30231-3
BR0041,26740-3
BR0042,26899-4
BR0043,31454-7
BR0044,31635-4
BR0045,32404-5
BR0046,32630-2
BR0047,32961-3
BR0048,33304-9
BR0050,33956-4
BR0052,34660-9
BR0053,34680-3
BR0054,36409-2
BR0056,37011-2
BR0057,37316-4
BR0058,37876-1
BR0060,40573-1
BR0061,40884-8
BR0062,42090-7
BR0063,16959-8
BR0064,16967-9
BR0065,42502-5
BR0066,42690-1
BR0067,43528-0
BR0068,48499-8
BR0069,48878-7
BR0070,49719-2
BR0071,49726-0
BR0072,51540-1
BR0073,51825-9
BR0074,52322-8
BR0075,52375-2
BR0076,52871-5
BR0077,53160-5
BR0078,53313-7
BR0079,53325-0
BR0080,44057-6
BR0081,44058-9
BR0082,60012-5
BR0083,53480-6
BR0084,54118-7
BR0085,55067-3
BR0086,55463-7
BR0087,55791-9
BR0088,56066-3
BR0089,56518-9
BR0090,56586-2
BR0091,56975-8
BR0092,58622-3
BR0094,58836-0
BR0096,70234-0
BR0097,70703-1
BR0098,70707-3
BR0099,71054-9
BR0100,71188-1
BR0101,71396-0
BR0102,71556-0
BR0103,71944-3
BR0104,72013-1
BR0105,72038-0
BR0107,72334-5
BR0108,72594-5
BR0109,72694-4
BR0110,73083-3
BR0111,73541-4
BR0112,73896-1
BR0113,74061-6
BR0114,74700-4
BR0115,74770-3
BR0116,75445-3
BR0117,75733-7
BR0118,77006-8
BR0119,43084-5
BR0120,43089-0
BR0121,77159-1
BR0122,77391-3
BR0123,78028-1
BR0124,78806-3
BR0125,78920-8
BR0126,79043-3
BR0127,79049-1
BR0128,80753-3
BR0129,80756-2
BR0130,80778-2
BR0131,80814-7
BR0132,81231-1
BR0133,81232-4
BR0135,84238-1
BR0136,84372-0
BR0137,84677-2
BR0138,84711-1
BR0139,84738-6
BR0140,86494-5
BR0141,86786-1
BR0142,86816-1
BR0143,86998-2
BR0144,87127-1
BR0145,87397-8
BR0146,87874-0
BR0147,87999-8
BR0148,88097-4
BR0149,88156-2
BR0150,88373-5
BR0151,88642-8
BR0152,89041-4
BR0154,89934-7
BR0155,60844-4
BR0156,61011-5
BR0159,61712-1
BR0160,61716-3
BR0161,62245-9
BR0162,62999-9
BR0163,63891-9
BR0164,64149-8
BR0165,64766-7
BR0166,65202-1
BR0167,65479-9
BR0168,65889-2
BR0169,65947-7
BR0170,66224-4
BR0171,66921-8
BR0174,67834-8
BR0175,68414-1
BR0176,69124-4
BR0177,69275-1
BR0179,69515-6
BR0180,39206-4
BR0181,39535-9
BR0182,39861-5
BR0183,38136-3
BR0184,38399-2
BR0185,38529-1
BR0186,38545-3
BR0187,38822-7
BR0188,38967-9
BR0189,21708-4
BR0190,21714-9
BR0191,35816-3
BR0192,90360-2
BR0193,90764-0
BR0195,91055-6
BR0196,91283-9
BR0197,91320-7
BR0198,91357-9
BR0199,91994-2
BR0200,92310-3
BR0201,92522-4
BR0202,92811-1
BR0203,93125-0
BR0204,93337-1
BR0206,93971-5
BR0207,93973-1
BR0208,94528-8
BR0209,94635-5
BR0210,95325-4
BR0211,95559-5
BR0212,95561-8
BR0213,95773-9
BR0214,96242-3
BR0215,96495-5
BR0216,96800-3
BR0217,97640-6
BR0218,97758-6
BR0219,98701-3
BR0220,98795-8
BR0221,99085-1
BR0222,99274-9
BR0223,10277-A
BR0224,10400-A
BR0225,10502-A
BR0226,10652-A
BR0227,11720-A
BR0228,12198-A
BR0229,12432-A
BR0231,12746-A
BR0232,12939-A
BR0233,13368-A
BR0234,13387-A
BR0235,13422-A
BR0236,14612-A
BR0237,14667-A
BR0238,14786-A
BR0239,14891-A
BR0240,14892-A
BR0241,16027-A
BR0242,16190-A
BR0243,16682-A
BR0244,16709-A
BR0245,18209-A
BR0246,18313-A
BR0247,18671-A
BR0248,19560-A
BS0001,00143-6
BS0002,02196-6
BS0003,02211-4
BS0004,02241-5
BS0005,02248-6
BS0006,02260-6
BS0007,02278-7
BS0008,02288-4
BS0009,02293-6
BS0010,02308-7
BS0011,02368-9
BS0012,02409-9
BS0013,02946-3
BS0014,03061-4
BS0015,03117-6
BS0016,03122-8
BS0017,03221-4
BS0018,03222-7
BS0019,03236-6
BS0020,03264-1
BS0021,03565-1
BS0022,03633-3
BS0023,03671-5
BS0024,03788-2
BS0025,05473-9
BS0026,05567-3
BS0027,05724-4
BS0028,09301-7
BS0029,09455-3
BS0030,10111-6
BS0031,10327-9
BS0032,10497-7
BS0033,11933-1
BS0034,12493-1
BS0035,14011-9
BS0036,14318-7
BS0040,15613-2
BS0043,15934-6
BS0044,16016-0
BS0045,17425-3
BS0046,17444-4
BS0047,18816-8
BS0048,19171-5
BS0049,19391-7
BS0050,19457-6
BS0051,19526-1
BS0052,19634-1
BS0056,19995-3
BS0057,20446-6
BS0058,20900-5
BS0059,22549-0
BS0060,22618-5
BS0061,22961-6
BS0062,23113-8
BS0063,23312-3
BS0064,23410-6
BS0065,25027-4
BS0066,25095-7
BS0067,26036-1
BS0068,23688-7
BS0069,23792-5
BS0070,26172-6
BS0071,26229-1
BS0072,27272-8
BS0073,24074-7
BS0074,27440-9
BS0075,27728-6
BS0076,29916-7
BS0077,30201-2
BS0080,30868-9
BS0081,26698-3
BS0082,31015-6
BS0083,31078-7
BS0084,31338-6
BS0085,31363-2
BS0086,31547-8
BS0087,31926-7
BS0088,32169-5
BS0089,32401-6
BS0090,32456-6
BS0091,32515-4
BS0092,32715-2
BS0093,32833-9
BS0094,32962-6
BS0095,33029-1
BS0096,35560-3
BS0097,33127-4
BS0098,34038-8
BS0099,34067-6
BS0100,34909-1
BS0101,36448-7
BS0102,16734-1
BS0103,37521-4
BS0104,37620-0
BS0105,37651-4
BS0106,37870-3
BS0107,40012-1
BS0108,40035-4
BS0109,40385-6
BS0110,40410-1
BS0111,40801-3
BS0112,41016-6
BS0113,41059-3
BS0114,41108-4
BS0115,41386-2
BS0116,41390-1
BS0117,41483-2
BS0118,41963-3
BS0119,42265-9
BS0120,42591-5
BS0121,42711-7
BS0122,42834-9
BS0123,48212-3
BS0124,48370-8
BS0125,48462-6
BS0126,48539-5
BS0127,49053-9
BS0128,49069-4
BS0129,49229-4
BS0130,49450-6
BS0131,49605-4
BS0132,49744-8
BS0133,49810-4
BS0134,49813-3
BS0135,50085-6
BS0136,50141-5
BS0137,50343-9
BS0138,43791-6
BS0139,43803-8
BS0140,43825-8
BS0141,50587-7
BS0142,50751-6
BS0143,50918-7
BS0144,51026-0
BS0145,51129-8
BS0146,51351-3
BS0147,51401-7
BS0149,51698-9
BS0150,51992-8
BS0151,52204-1
BS0156,44018-1
BS0157,53384-9
BS0158,53710-4
BS0159,53931-9
BS0160,53939-3
BS0161,54123-9
BS0162,54538-7
BS0164,54992-7
BS0165,55284-6
BS0166,55333-7
BS0167,55600-4
BS0168,55668-0
BS0169,55812-5
BS0170,55863-3
BS0171,55882-4
BS0172,55908-5
BS0173,55910-8
BS0175,60199-1
BS0176,56237-3
BS0177,56487-6
BS0178,56707-7
BS0179,56762-4
BS0180,56996-5
BS0181,57182-7
BS0182,57381-2
BS0183,57586-5
BS0184,57685-1
BS0185,57744-9
BS0186,57837-0
BS0187,57932-4
BS0188,57965-4
BS0189,58456-8
BS0190,58791-8
BS0191,58889-4
BS0192,59049-7
BS0193,59226-2
BS0194,59819-8
BS0195,70426-7
BS0196,70455-5
BS0197,70485-6
BS0198,70563-5
BS0199,70738-7
BS0200,71423-1
BS0201,71483-3
BS0202,71489-1
BS0203,71825-3
BS0204,71901-6
BS0205,72043-2
BS0206,72402-7
BS0207,72546-6
BS0208,72717-6
BS0209,73138-2
BS0210,73215-8
BS0211,73388-5
BS0212,73389-8
BS0213,73585-4
BS0214,73665-9
BS0215,73951-7
BS0216,74460-9
BS0217,75142-7
BS0218,75164-7
BS0219,75244-2
BS0220,75705-2
BS0221,75717-5
BS0222,76140-4
BS0223,76360-6
BS0225,76873-7
BS0226,77149-4
BS0227,77573-3
BS0228,77577-5
BS0229,78460-1
BS0230,78568-4
BS0231,78730-7
BS0232,78891-1
BS0233,79235-0
BS0234,79434-5
BS0235,79681-9
BS0236,79712-2
BS0237,80815-0
BS0238,81411-5
BS0239,82043-9
BS0241,82294-5
BS0244,82661-1
BS0245,82791-1
BS0246,82967-6
BS0247,83043-2
BS0248,83071-7
BS0249,83124-0
BS0250,83196-5
BS0251,83361-7
BS0252,84082-0
BS0253,84123-0
BS0254,84151-5
BS0255,84208-0
BS0256,84356-8
BS0257,84442-8
BS0258,84846-6
BS0259,25537-6
BS0260,86015-6
BS0261,86086-8
BS0262,86100-3
BS0264,86401-3
BS0265,86663-9
BS0266,86861-1
BS0268,86915-7
BS0269,87128-4
BS0270,87139-4
BS0271,87290-8
BS0272,87700-0
BS0273,87839-7
BS0274,88380-3
BS0275,88617-2
BS0276,88622-4
BS0277,89006-1
BS0278,89030-4
BS0279,89406-7
BS0280,89732-3
BS0281,89963-5
BS0282,60783-0
BS0283,60866-4
BS0284,60974-4
BS0285,61099-5
BS0287,61262-1
BS0288,61316-7
BS0289,61338-7
BS0290,61343-9
BS0291,61384-0
BS0292,61501-3
BS0293,61559-2
BS0294,61903-5
BS0295,62142-1
BS0296,62224-2
BS0298,63078-4
BS0299,63125-9
BS0300,63515-8
BS0303,63923-5
BS0306,64743-4
BS0307,64787-4
BS0308,65356-7
BS0309,65559-4
BS0310,65926-0
BS0311,66014-9
BS0312,66251-6
BS0313,66412-9
BS0314,67223-4
BS0315,67591-4
BS0316,67880-1
BS0317,67894-0
BS0318,68124-1
BS0320,68287-1
BS0322,68578-4
BS0324,68837-0
BS0325,68927-2
BS0326,69219-1
BS0327,69224-3
BS0328,69263-8
BS0329,69337-8
BS0330,69535-0
BS0332,39513-9
BS0333,39795-9
BS0334,39932-6
BS0335,38336-1
BS0336,38581-9
BS0337,13760-1
BS0338,13826-0
BS0339,13986-1
BS0340,21912-1
BS0341,21996-9
BS0342,35889-1
BS0343,90262-9
BS0344,90286-5
BS0345,90393-2
BS0346,90521-5
BS0347,90801-8
BS0348,90809-2
BS0349,90949-9
BS0351,91593-3
BS0352,91686-4
BS0353,92129-9
BS0354,92135-4
BS0355,92366-6
BS0356,92374-7
BS0357,92613-9
BS0358,93320-3
BS0359,93466-8
BS0360,93579-3
BS0361,93969-2
BS0362,94359-4
BS0363,94649-4
BS0365,94999-6
BS0366,95065-5
BS0367,95862-8
BS0368,95914-8
BS0369,96002-7
BS0370,96185-1
BS0371,96536-5
BS0372,96966-2
BS0374,98211-5
BS0375,98266-5
BS0376,98572-7
BS0377,98854-6
BS0378,98910-5
BS0379,99119-3
BS0380,99128-7
BS0381,99537-7
BS0382,99823-5
BS0384,10828-A
BS0385,10865-A
BS0386,10872-A
BS0387,11292-A
BS0388,11631-A
BS0389,11780-A
BS0391,11988-A
BS0392,12199-A
BS0393,12381-A
BS0394,12639-A
BS0395,12682-A
BS0396,12952-A
BS0397,13433-A
BS0398,13569-A
BS0399,13842-A
BS0400,13856-A
BS0401,14518-A
BS0402,14854-A
BS0403,14947-A
BS0404,14952-A
BS0405,14995-A
BS0406,15099-A
BS0407,15372-A
BS0408,15614-A
BS0409,15684-A
BS0410,15880-A
BS0411,16698-A
BS0412,16759-A
BS0413,17004-A
BS0414,17017-A
BS0415,17084-A
BS0416,17223-A
BS0417,17411-A
BS0418,17633-A
BS0419,17639-A
BS0420,17822-A
BS0421,18162-A
BS0422,19012-A
BS0423,19102-A
BS0424,19112-A
BS0425,19566-A
BT0001,02501-4
BT0002,02523-4
BT0003,03112-1
BT0004,03899-1
BT0005,04245-3
BT0006,04935-9
BT0007,09587-9
BT0008,09589-5
BT0009,10459-5
BT0010,10465-0
BT0011,10471-5
BT0012,12108-6
BT0013,13216-9
BT0015,14577-4
BT0016,15707-6
BT0017,16040-3
BT0018,16240-1
BT0019,16266-3
BT0020,17424-0
BT0021,18601-8
BT0024,23195-0
BT0025,25081-8
BT0027,27308-6
BT0028,17576-0
BT0029,24336-2
BT0030,24880-4
BT0031,24914-6
BT0034,27903-5
BT0035,27904-8
BT0036,29152-1
BT0037,29596-7
BT0038,29758-3
BT0039,17614-1
BT0040,30516-1
BT0041,32591-8
BT0042,35590-4
BT0044,34827-0
BT0045,35747-8
BT0046,36461-0
BT0047,37776-2
BT0048,35108-9
BT0049,42217-0
BT0050,42647-7
BT0051,42756-0
BT0052,49094-0
BT0053,49184-2
BT0054,49295-1
BT0055,50196-5
BT0056,43849-4
BT0057,50583-5
BT0058,51253-0
BT0059,51634-5
BT0060,51635-8
BT0061,51701-4
BT0062,51889-3
BT0063,52569-5
BT0064,53300-1
BT0065,20017-2
BT0066,54044-7
BT0067,54921-5
BT0068,55826-4
BT0069,55857-8
BT0070,57361-8
BT0071,57773-7
BT0072,58844-1
BT0073,59091-8
BT0074,70352-7
BT0075,70744-2
BT0076,70896-2
BT0077,70982-2
BT0078,71023-5
BT0079,71527-2
BT0080,71854-1
BT0081,72865-4
BT0082,73344-5
BT0083,73413-0
BT0084,77629-5
BT0085,78505-3
BT0086,78602-3
BT0087,79285-5
BT0088,79984-5
BT0089,80636-9
BT0090,80852-9
BT0091,81327-1
BT0093,82223-3
BT0094,82761-0
BT0095,83856-0
BT0096,84144-7
BT0097,84533-3
BT0099,86691-4
BT0100,86748-9
BT0101,88094-5
BT0104,89372-5
BT0105,61834-0
BT0106,62538-8
BT0108,63416-2
BT0109,63444-7
BT0110,63473-5
BT0111,64189-6
BT0112,64541-0
BT0113,65128-4
BT0114,65505-7
BT0115,65813-5
BT0116,66383-2
BT0117,66611-4
BT0118,67477-9
BT0119,67978-7
BT0120,68614-9
BT0121,68653-4
BT0122,68823-1
BT0123,39540-1
BT0125,13466-2
BT0126,21686-5
BT0127,90098-0
BT0128,91159-7
BT0129,93467-1
BT0130,93958-2
BT0131,94163-5
BT0132,94650-4
BT0133,95795-9
BT0134,96659-7
BT0135,98564-6
BT0137,98832-6
BT0138,99173-7
BT0139,99761-8
BT0140,10156-A
BT0141,10581-A
BT0142,11704-A
BT0143,12037-A
BT0144,15812-A
BT0145,16168-A
BT0146,17371-A
BT0147,17474-A
BT0148,17543-A
BT0149,18014-A
BU0001,02560-3
BU0002,37214-9
BU0003,58135-4
BU0004,76924-4
BU0005,89136-1
BU0006,62505-8
BU0007,64847-5
BU0008,21816-4
BU0009,12530-A
BV0001,02571-3
BV0002,02586-5
BV0003,02826-0
BV0004,04360-1
BV0005,09619-5
BV0006,11782-5
BV0009,22601-7
BV0010,17543-0
BV0011,30756-7
BV0012,31945-8
BV0013,34789-9
BV0014,36190-1
BV0015,49748-0
BV0017,55913-7
BV0019,59815-6
BV0020,70925-9
BV0021,74111-0
BV0022,74117-8
BV0023,74644-5
BV0024,75377-1
BV0025,77078-3
BV0026,79621-7
BV0027,80226-6
BV0029,87235-1
BV0030,88211-8
BV0031,64342-5
BV0032,65671-3
BV0033,65940-6
BV0034,67901-7
BV0035,39349-0
BV0036,21759-2
BV0037,92118-9
BV0038,94582-2
BV0039,97681-7
BV0040,99855-2
BV0042,11075-A
BV0043,11816-A
BV0044,15367-A
BV0045,15759-A
BV0046,16672-A
BW0001,02596-2
BW0002,02600-0
BW0003,02613-6
BW0004,02623-3
BW0005,02666-0
BW0006,02673-8
BW0007,02719-3
BW0008,04341-0
BW0009,04837-6
BW0010,05149-9
BW0011,06262-4
BW0012,09737-2
BW0013,10147-5
BW0014,10627-6
BW0015,10829-0
BW0016,10982-0
BW0017,11842-6
BW0018,13088-6
BW0019,14068-5
BW0020,14940-8
BW0023,16158-3
BW0024,16312-5
BW0025,16500-0
BW0027,19590-2
BW0028,19843-3
BW0029,20396-2
BW0033,21456-6
BW0034,22093-2
BW0035,22753-7
BW0036,22841-3
BW0038,23371-2
BW0039,24955-7
BW0040,27954-3
BW0042,26588-7
BW0043,26728-3
BW0044,26906-1
BW0045,31034-7
BW0046,31432-7
BW0047,31973-3
BW0048,32359-6
BW0049,32483-8
BW0050,33002-6
BW0051,33009-7
BW0052,33377-7
BW0053,33454-3
