FundraisedAmount,Main_ID,Description,EventYear
"16,784",53966-5,Reimagined,2022
"15,000",53995-3,Reimagined,2022
"6,000",57134-8,Reimagined,2022
"10,640",61178-7,Reimagined,2022
"3,822.6",61253-7,Reimagined,2022
"4,000",61355-2,Reimagined,2022
"11,602.1",94417-9,Reimagined,2022
"6,000",11215-A,Reimagined,2022
"2,000",11244-A,Reimagined,2022
0,10900-A,Reimagined,2022
"3,065",19292-1,Reimagined,2022
"3,869",36659-5,Reimagined,2022
"10,580.45",40847-9,Reimagined,2022
"2,000",40937-1,Reimagined,2022
"18,869.55",48279-6,Reimagined,2022
"11,525",51400-4,Reimagined,2022
"5,030",59134-4,Reimagined,2022
"2,000",78711-6,Reimagined,2022
"2,500",83786-2,Reimagined,2022
"21,370",90607-8,Reimagined,2022
"6,000",10528-A,Reimagined,2022
"2,350.59",13894-A,Reimagined,2022
"6,075",14091-5,Reimagined,2022
150,18402-A,Reimagined,2022
"16,615",23282-3,Reimagined,2022
"6,850",31065-1,Reimagined,2022
"8,345",34700-6,Reimagined,2022
"2,000",38961-1,Reimagined,2022
930,39446-0,Reimagined,2022
"3,074",37060-4,Reimagined,2022
"10,000",54688-1,Reimagined,2022
"8,100",59117-9,Reimagined,2022
"4,934.72",82674-7,Reimagined,2022
"2,000",82917-1,Reimagined,2022
"4,180",95471-6,Reimagined,2022
"2,505",12983-A,Reimagined,2022
"2,000",95325-4,Reimagined,2022
"2,270",95430-5,Reimagined,2022
"6,000",11354-A,Reimagined,2022
"7,669",58906-8,Reimagined,2022
"11,641",73025-7,Reimagined,2022
"5,265.2",73322-5,Reimagined,2022
"4,000",73397-9,Reimagined,2022
"13,370",82796-6,Reimagined,2022
"6,000",87704-2,Reimagined,2022
"2,280",87935-4,Reimagined,2022
"9,550",95530-4,Reimagined,2022
"3,010",37227-5,Reimagined,2022
"5,378.1",49457-7,Reimagined,2022
"7,821",53482-2,Reimagined,2022
"9,526",67727-1,Reimagined,2022
"4,000",74180-6,Reimagined,2022
"12,550",82953-7,Reimagined,2022
"10,000",83280-9,Reimagined,2022
"9,500",88365-4,Reimagined,2022
"7,154.07",98599-2,Reimagined,2022
"2,250",99092-9,Reimagined,2022
"16,748",05178-7,Reimagined,2022
"6,000",12000-A,Reimagined,2022
"4,820",12211-A,Reimagined,2022
"135,036",48635-2,Reimagined,2022
"2,000",54633-1,Reimagined,2022
"6,380.62",58862-9,Reimagined,2022
"19,410",63572-1,Reimagined,2022
"2,893",72934-9,Reimagined,2022
"2,540",72935-2,Reimagined,2022
"15,794.5",77564-9,Reimagined,2022
"2,000",82292-9,Reimagined,2022
"10,200",82848-6,Reimagined,2022
"2,000",95786-5,Reimagined,2022
"2,000",96242-3,Reimagined,2022
"6,000",13192-A,Reimagined,2022
"9,967",22162-7,Reimagined,2022
"8,053",34188-2,Reimagined,2022
"5,197.75",38319-6,Reimagined,2022
"2,000",38373-0,Reimagined,2022
"3,345",38469-0,Reimagined,2022
"2,635",38684-7,Reimagined,2022
"3,000",38709-5,Reimagined,2022
"10,250",50931-0,Reimagined,2022
"2,000",62355-5,Reimagined,2022
"6,175",62432-1,Reimagined,2022
"3,695",62458-3,Reimagined,2022
"10,300",79596-2,Reimagined,2022
"64,748.09",97230-3,Reimagined,2022
"2,000",97311-1,Reimagined,2022
"3,695",97316-6,Reimagined,2022
"2,000",97911-5,Reimagined,2022
"2,125",57734-2,Reimagined,2022
"9,500",61852-8,Reimagined,2022
"3,035",74250-4,Reimagined,2022
0,74250-4,Reimagined,2022
0,74250-4,Reimagined,2022
"3,430",83303-1,Reimagined,2022
"4,000",98577-2,Reimagined,2022
"2,030",98780-6,Reimagined,2022
"2,000",98795-8,Reimagined,2022
"4,581",01967-7,Reimagined,2022
"20,117.44",15608-0,Reimagined,2022
"9,550",19829-7,Reimagined,2022
"2,000",38137-6,Reimagined,2022
"2,000",38283-8,Reimagined,2022
"3,261.28",38434-4,Reimagined,2022
"2,355",38736-7,Reimagined,2022
"12,930",02888-8,Reimagined,2022
"6,000",12405-A,Reimagined,2022
"2,155",12438-A,Reimagined,2022
"4,000",21865-6,Reimagined,2022
"2,000",42142-7,Reimagined,2022
"9,550",57043-3,Reimagined,2022
"6,090",66811-2,Reimagined,2022
"6,230.61",72386-6,Reimagined,2022
"11,317.77",76186-0,Reimagined,2022
"6,000.18",80505-6,Reimagined,2022
"12,000",86430-1,Reimagined,2022
"6,000",86569-8,Reimagined,2022
"3,150",83658-8,Reimagined,2022
"3,000",90464-3,Reimagined,2022
"2,600",18688-5,Reimagined,2022
"21,702.07",30768-0,Reimagined,2022
"2,785.2",31133-3,Reimagined,2022
"2,310",38927-1,Reimagined,2022
"6,000",39535-9,Reimagined,2022
"4,855",39556-6,Reimagined,2022
"4,492.85",39626-4,Reimagined,2022
"5,030",61256-6,Reimagined,2022
"3,225",13091-A,Reimagined,2022
"5,357",13271-A,Reimagined,2022
"9,675",26734-8,Reimagined,2022
"5,675",29332-5,Reimagined,2022
"3,867",29666-5,Reimagined,2022
"3,997.15",74603-4,Reimagined,2022
"5,640",78029-4,Reimagined,2022
"4,290",78029-4,Reimagined,2022
"4,562",83022-5,Reimagined,2022
"2,980",83337-4,Reimagined,2022
"3,785",83338-7,Reimagined,2022
"2,000",98798-7,Reimagined,2022
"7,400.11",29708-8,Reimagined,2022
"3,230",53707-8,Reimagined,2022
"6,000",53745-0,Reimagined,2022
"6,410",61843-4,Reimagined,2022
"1,500",67860-7,Reimagined,2022
"14,160",68512-4,Reimagined,2022
"25,913.97",74572-1,Reimagined,2022
"2,000",78092-2,Reimagined,2022
"2,000",83189-7,Reimagined,2022
"6,080",88162-7,Reimagined,2022
0,98374-5,Reimagined,2022
"2,050",98604-3,Reimagined,2022
0,98633-1,Reimagined,2022
"6,000",98743-7,Reimagined,2022
"2,035",99108-3,Reimagined,2022
"10,001",99162-7,Reimagined,2022
"6,345",12341-A,Reimagined,2022
"3,701",50828-5,Reimagined,2022
"3,970",50891-3,Reimagined,2022
"2,000",54587-9,Reimagined,2022
"5,180",62350-0,Reimagined,2022
"4,416.5",74789-7,Reimagined,2022
"33,800",79111-5,Reimagined,2022
"6,235",79639-8,Reimagined,2022
"3,655",79698-7,Reimagined,2022
"4,000",88968-7,Reimagined,2022
"3,325",89245-4,Reimagined,2022
"2,990",89368-6,Reimagined,2022
"6,000",97240-0,Reimagined,2022
"2,682.75",97341-2,Reimagined,2022
"2,105",97354-8,Reimagined,2022
"3,286",97643-5,Reimagined,2022
"2,048.55",97845-9,Reimagined,2022
"6,212",98035-3,Reimagined,2022
"17,147",00139-7,Reimagined,2022
"25,100",02656-3,Reimagined,2022
"4,457.78",12367-A,Reimagined,2022
"7,828.55",12595-A,Reimagined,2022
"2,000",12599-A,Reimagined,2022
"6,000",67201-4,Reimagined,2022
"6,025",80934-0,Reimagined,2022
"2,000",87186-0,Reimagined,2022
"2,380.65",94336-1,Reimagined,2022
"3,186",94411-1,Reimagined,2022
"6,985",94550-5,Reimagined,2022
"2,000",11173-A,Reimagined,2022
"6,883.72",11338-A,Reimagined,2022
"13,545",16019-9,Reimagined,2022
"2,804.47",25589-7,Reimagined,2022
"6,000",39539-1,Reimagined,2022
"2,381",39574-4,Reimagined,2022
"3,170",39577-3,Reimagined,2022
"6,550",61335-8,Reimagined,2022
"13,005",61395-0,Reimagined,2022
"4,125",61396-3,Reimagined,2022
"19,970",80758-8,Reimagined,2022
"4,065",86997-9,Reimagined,2022
"3,860",94823-0,Reimagined,2022
"3,165",94922-6,Reimagined,2022
"4,400",01822-5,Reimagined,2022
"2,054",11132-A,Reimagined,2022
"2,010",11298-A,Reimagined,2022
"10,050",95857-6,Reimagined,2022
0,95857-6,Reimagined,2022
"3,449.33",96300-8,Reimagined,2022
"2,245",11724-A,Reimagined,2022
"2,000",14354-A,Reimagined,2022
"2,505",14527-A,Reimagined,2022
"3,302",19072-9,Reimagined,2022
"3,107",23623-0,Reimagined,2022
"6,000",56276-8,Reimagined,2022
"19,139.2",65689-4,Reimagined,2022
0,73902-5,Reimagined,2022
"2,000",93134-4,Reimagined,2022
0,93134-4,Reimagined,2022
"6,587",93275-4,Reimagined,2022
0,93414-7,Reimagined,2022
"2,770",00498-3,Reimagined,2022
"3,000",38517-8,Reimagined,2022
780,54222-5,Reimagined,2022
"9,861",62256-9,Reimagined,2022
"2,675",68798-6,Reimagined,2022
"6,000",74751-2,Reimagined,2022
"12,350",88967-4,Reimagined,2022
"4,000",12580-A,Reimagined,2022
"3,091",33662-2,Reimagined,2022
"6,000",38183-9,Reimagined,2022
"14,735",38323-5,Reimagined,2022
"2,255",38597-4,Reimagined,2022
"6,500",50926-8,Reimagined,2022
"13,372",62272-1,Reimagined,2022
"4,000",79636-9,Reimagined,2022
"3,200",97207-3,Reimagined,2022
"2,000",97674-9,Reimagined,2022
930,97711-7,Reimagined,2022
0,97888-6,Reimagined,2022
"75,147.62",98099-7,Reimagined,2022
"4,356",00219-2,Reimagined,2022
"41,696.28",00240-6,Reimagined,2022
"2,790",12639-A,Reimagined,2022
"6,215",58968-6,Reimagined,2022
"4,100",73254-3,Reimagined,2022
"7,160",82861-9,Reimagined,2022
"3,470",95543-0,Reimagined,2022
135,95625-1,Reimagined,2022
"6,000",95719-5,Reimagined,2022
"2,907.1",95758-0,Reimagined,2022
"63,855",02253-8,Reimagined,2022
"16,360",11759-A,Reimagined,2022
0,11819-A,Reimagined,2022
"19,541.91",14542-8,Reimagined,2022
"3,600.11",23845-8,Reimagined,2022
"20,000",59861-9,Reimagined,2022
"2,000",33669-3,Reimagined,2022
"2,000",53406-8,Reimagined,2022
"18,108.01",57053-0,Reimagined,2022
"3,000",57053-0,Reimagined,2022
"2,491",60999-3,Reimagined,2022
"11,758",66691-0,Reimagined,2022
"2,025",72283-8,Reimagined,2022
"3,060",80553-5,Reimagined,2022
"6,000",86558-8,Reimagined,2022
"6,000",86586-3,Reimagined,2022
"5,045",93522-7,Reimagined,2022
"6,500",93812-7,Reimagined,2022
"4,000",94330-3,Reimagined,2022
"24,128",49821-4,Reimagined,2022
"2,000",56976-1,Reimagined,2022
"2,100",80385-4,Reimagined,2022
"4,285",86398-8,Reimagined,2022
"8,166",86486-4,Reimagined,2022
"5,875",86763-8,Reimagined,2022
"10,536.11",86807-7,Reimagined,2022
"3,935",94073-3,Reimagined,2022
"3,200",94105-9,Reimagined,2022
"4,870",13056-A,Reimagined,2022
"3,000",13246-A,Reimagined,2022
0,13280-A,Reimagined,2022
"3,385",13340-1,Reimagined,2022
"17,300",17058-7,Reimagined,2022
"7,096.28",22416-1,Reimagined,2022
"22,407.1",26330-0,Reimagined,2022
"6,985",26710-2,Reimagined,2022
"13,386",29423-0,Reimagined,2022
"1,500",29423-0,Reimagined,2022
"6,792.5",33368-3,Reimagined,2022
"9,525",53762-5,Reimagined,2022
"2,000",57746-5,Reimagined,2022
"5,100",61619-3,Reimagined,2022
"4,574.27",62080-4,Reimagined,2022
"3,623",78087-0,Reimagined,2022
"10,324.88",82959-5,Reimagined,2022
"5,255",83033-5,Reimagined,2022
"6,127",83205-8,Reimagined,2022
"6,125",88338-2,Reimagined,2022
"6,000",98359-6,Reimagined,2022
"2,385",98572-7,Reimagined,2022
"4,214.14",99247-7,Reimagined,2022
"2,000",99454-3,Reimagined,2022
"2,750",15479-4,Reimagined,2022
"20,101",59075-6,Reimagined,2022
"6,050",59131-5,Reimagined,2022
"2,073.55",77574-6,Reimagined,2022
"6,000",87805-4,Reimagined,2022
25,96056-4,Reimagined,2022
"2,200.18",96983-7,Reimagined,2022
"2,055",96989-5,Reimagined,2022
"2,000",12967-A,Reimagined,2022
"10,622.11",13322-3,Reimagined,2022
"6,500",21976-5,Reimagined,2022
"9,265",29401-0,Reimagined,2022
"9,613",33438-1,Reimagined,2022
"10,000",57824-4,Reimagined,2022
"4,000",73761-6,Reimagined,2022
"4,000",81226-9,Reimagined,2022
"6,001",92862-9,Reimagined,2022
"3,081.11",93292-9,Reimagined,2022
"4,000",93342-3,Reimagined,2022
"2,305",12994-A,Reimagined,2022
"4,000",13371-5,Reimagined,2022
"2,000",26697-0,Reimagined,2022
"4,035",26765-2,Reimagined,2022
"6,000",37555-7,Reimagined,2022
"10,341.33",57779-5,Reimagined,2022
"1,500",57779-5,Reimagined,2022
"39,801",61560-2,Reimagined,2022
"7,419",61841-8,Reimagined,2022
"2,000",62113-3,Reimagined,2022
"6,000",68280-0,Reimagined,2022
"6,260",21520-6,Reimagined,2022
"6,505",61005-0,Reimagined,2022
"6,000",66858-1,Reimagined,2022
"7,654.15",72201-6,Reimagined,2022
"7,321",76462-1,Reimagined,2022
"6,000",86431-4,Reimagined,2022
"2,021.43",86521-6,Reimagined,2022
"9,550",93630-7,Reimagined,2022
0,93630-7,Reimagined,2022
"10,870",93720-9,Reimagined,2022
"15,657.83",94213-9,Reimagined,2022
"4,500",29169-9,Reimagined,2022
"6,010",34034-6,Reimagined,2022
"7,600",38226-5,Reimagined,2022
"6,000",38396-3,Reimagined,2022
"15,352",50673-7,Reimagined,2022
"2,625",50910-3,Reimagined,2022
"13,691",58230-8,Reimagined,2022
"6,665",62356-8,Reimagined,2022
"5,974.43",74788-4,Reimagined,2022
"3,462.55",74827-8,Reimagined,2022
"6,000",79663-1,Reimagined,2022
"3,559.5",84061-3,Reimagined,2022
"2,496",88824-8,Reimagined,2022
"3,805",97392-0,Reimagined,2022
"6,000",97926-7,Reimagined,2022
"3,000",88164-3,Reimagined,2022
"6,000",88632-1,Reimagined,2022
"2,000",98797-4,Reimagined,2022
"3,487.77",99245-1,Reimagined,2022
"2,660",99295-6,Reimagined,2022
"2,180.84",99370-6,Reimagined,2022
"2,000",99379-3,Reimagined,2022
"2,100",02032-3,Reimagined,2022
"4,479",05592-9,Reimagined,2022
"6,075",11954-A,Reimagined,2022
"3,743.5",12079-A,Reimagined,2022
"2,441",12307-A,Reimagined,2022
"8,832",20171-5,Reimagined,2022
"9,511.11",38762-6,Reimagined,2022
"2,000",38822-7,Reimagined,2022
"3,270",50720-2,Reimagined,2022
"16,825",50977-6,Reimagined,2022
"6,000",54503-1,Reimagined,2022
"4,500",58404-7,Reimagined,2022
"2,230",69534-7,Reimagined,2022
"2,296",74853-7,Reimagined,2022
"15,495",61738-3,Reimagined,2022
"2,632.55",61774-9,Reimagined,2022
"2,005",78275-5,Reimagined,2022
"2,820",83173-2,Reimagined,2022
"11,915",98267-8,Reimagined,2022
"2,000",98796-1,Reimagined,2022
"3,175",98818-0,Reimagined,2022
"6,000",98923-1,Reimagined,2022
"2,111.64",99322-7,Reimagined,2022
"4,155",99374-8,Reimagined,2022
"3,657.39",15787-2,Reimagined,2022
"7,564.1",34079-9,Reimagined,2022
0,38136-3,Reimagined,2022
0,38166-4,Reimagined,2022
"6,000",38385-3,Reimagined,2022
"4,000",38593-2,Reimagined,2022
"4,001.6",50757-4,Reimagined,2022
"6,100",50802-3,Reimagined,2022
740,12487-A,Reimagined,2022
"4,000",12585-A,Reimagined,2022
"6,000",12590-A,Reimagined,2022
"102,579.06",12662-A,Reimagined,2022
"2,600",12700-A,Reimagined,2022
"6,000",56756-9,Reimagined,2022
"6,000",61013-1,Reimagined,2022
600,61013-1,Reimagined,2022
"26,999",72439-9,Reimagined,2022
"4,000",86728-5,Reimagined,2022
"3,010",93535-3,Reimagined,2022
"21,461",88727-8,Reimagined,2022
700,88727-8,Reimagined,2022
"2,742.75",97105-8,Reimagined,2022
"2,000",97433-0,Reimagined,2022
"10,000",97913-1,Reimagined,2022
"24,226",00160-1,Reimagined,2022
"4,000",02677-0,Reimagined,2022
"4,269.9",12710-3,Reimagined,2022
"4,025",21844-9,Reimagined,2022
"6,000",61011-5,Reimagined,2022
"17,160",61034-8,Reimagined,2022
"2,787.5",66748-5,Reimagined,2022
"2,805",72164-8,Reimagined,2022
"10,000",72211-3,Reimagined,2022
"12,119",76512-5,Reimagined,2022
"2,872.75",62258-5,Reimagined,2022
"2,271",74857-9,Reimagined,2022
"6,000",74940-0,Reimagined,2022
"2,000",88670-3,Reimagined,2022
335,97368-7,Reimagined,2022
"4,000",97492-9,Reimagined,2022
"2,000",97885-7,Reimagined,2022
"6,000",97916-0,Reimagined,2022
400,97965-2,Reimagined,2022
"2,000",98063-8,Reimagined,2022
"7,310",02897-2,Reimagined,2022
"4,000",12600-A,Reimagined,2022
"6,000",12814-A,Reimagined,2022
"6,000",80277-4,Reimagined,2022
"3,150",93723-8,Reimagined,2022
"6,000",93974-4,Reimagined,2022
125,94034-8,Reimagined,2022
"5,765",66577-5,Reimagined,2022
"9,925",72257-9,Reimagined,2022
"8,078",93749-0,Reimagined,2022
"1,830",94191-0,Reimagined,2022
"2,540",94207-4,Reimagined,2022
"9,772.05",94321-9,Reimagined,2022
"6,025",11243-A,Reimagined,2022
0,11428-A,Reimagined,2022
"2,000",20961-0,Reimagined,2022
"9,675",41203-8,Reimagined,2022
"6,726",73331-9,Reimagined,2022
"4,131",77257-4,Reimagined,2022
"1,500",77257-4,Reimagined,2022
"4,075",77463-7,Reimagined,2022
"10,504.46",77502-1,Reimagined,2022
"59,757",96270-8,Reimagined,2022
"23,098",02271-6,Reimagined,2022
0,11821-A,Reimagined,2022
"12,852.75",11917-9,Reimagined,2022
"3,340",11917-9,Reimagined,2022
"2,000",14403-A,Reimagined,2022
"8,889.48",23741-7,Reimagined,2022
"10,642.25",44124-5,Reimagined,2022
"10,050",51934-2,Reimagined,2022
"2,000",51989-2,Reimagined,2022
"9,500",56006-1,Reimagined,2022
"4,000",59784-3,Reimagined,2022
"9,510",59895-2,Reimagined,2022
"2,000",65598-9,Reimagined,2022
0,65598-9,Reimagined,2022
100,65598-9,Reimagined,2022
"2,785",93293-2,Reimagined,2022
"3,000",93383-4,Reimagined,2022
"16,886.52",00469-5,Reimagined,2022
"1,275",00567-8,Reimagined,2022
"4,330",03202-3,Reimagined,2022
"2,000",13360-A,Reimagined,2022
"5,451",22103-8,Reimagined,2022
0,22103-8,Reimagined,2022
"2,740",37488-8,Reimagined,2022
"2,485",41567-9,Reimagined,2022
"2,500",61667-2,Reimagined,2022
"9,500",62095-6,Reimagined,2022
"8,300",62161-2,Reimagined,2022
"2,540",67864-9,Reimagined,2022
"4,000",68521-8,Reimagined,2022
"6,000",88505-0,Reimagined,2022
"15,102",98304-6,Reimagined,2022
"8,185",99107-0,Reimagined,2022
"1,741",99250-3,Reimagined,2022
"6,055",01933-4,Reimagined,2022
"6,000",11964-A,Reimagined,2022
"2,000",12285-A,Reimagined,2022
"12,089",34013-9,Reimagined,2022
"4,000",38208-7,Reimagined,2022
"5,035",38504-2,Reimagined,2022
"3,020",50769-7,Reimagined,2022
"7,605",74722-4,Reimagined,2022
"4,000",79665-7,Reimagined,2022
"6,360",97121-0,Reimagined,2022
"3,136.16",97325-0,Reimagined,2022
"6,000",97579-5,Reimagined,2022
"3,551",97820-0,Reimagined,2022
"9,500",97873-4,Reimagined,2022
"2,210",98143-3,Reimagined,2022
"10,168",37740-3,Reimagined,2022
"6,016.95",53192-2,Reimagined,2022
"11,506.52",56904-6,Reimagined,2022
"15,492",66694-9,Reimagined,2022
"13,372",66869-1,Reimagined,2022
"4,824.17",72331-6,Reimagined,2022
"4,000",75990-8,Reimagined,2022
"9,600",80434-5,Reimagined,2022
"4,000",86533-9,Reimagined,2022
"1,955",93722-5,Reimagined,2022
"8,111",94087-2,Reimagined,2022
"2,705",13807-A,Reimagined Teen,2022
"2,881",10087-A,Reimagined Teen,2022
"1,650",13194-A,Reimagined Teen,2022
"1,160",98249-0,Reimagined Teen,2022
"2,180.83",99371-9,Reimagined Teen,2022
"1,000",98597-6,Reimagined Teen,2022
"1,000",98596-3,Reimagined Teen,2022
"2,180.83",99372-2,Reimagined Teen,2022
"1,045",12186-A,Reimagined Teen,2022
"2,853.4",97321-8,Reimagined Teen,2022
"5,640",77700-3,"Sturbridge to Bourne (1-Day, Sat)",2022
"17,882.6",93252-1,"Sturbridge to Bourne (1-Day, Sat)",2022
0,93252-1,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,000",11610-A,"Sturbridge to Bourne (1-Day, Sat)",2022
"5,000",65672-6,"Sturbridge to Bourne (1-Day, Sat)",2022
"5,735",77910-8,"Sturbridge to Bourne (1-Day, Sat)",2022
"5,336",93316-4,"Sturbridge to Bourne (1-Day, Sat)",2022
"5,062.1",22659-6,"Sturbridge to Bourne (1-Day, Sat)",2022
"5,250",40058-7,"Sturbridge to Bourne (1-Day, Sat)",2022
"10,140",79925-6,"Sturbridge to Bourne (1-Day, Sat)",2022
"34,817.25",66123-2,"Sturbridge to Bourne (1-Day, Sat)",2022
"20,372",71834-7,"Sturbridge to Bourne (1-Day, Sat)",2022
"7,615",79728-7,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,495",79887-5,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,619.05",11605-A,"Sturbridge to Bourne (1-Day, Sat)",2022
"9,054.24",66165-6,"Sturbridge to Bourne (1-Day, Sat)",2022
"6,180",66378-0,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,000",10621-A,"Sturbridge to Bourne (1-Day, Sat)",2022
"14,525",40997-3,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,000",35777-9,"Sturbridge to Bourne (1-Day, Sat)",2022
0,35777-9,"Sturbridge to Bourne (1-Day, Sat)",2022
"11,820",04360-1,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,000.5",10849-A,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,901.56",40861-5,"Sturbridge to Bourne (1-Day, Sat)",2022
"8,441.31",75217-0,"Sturbridge to Bourne (1-Day, Sat)",2022
"6,146.56",40976-6,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,000",10443-A,"Sturbridge to Bourne (1-Day, Sat)",2022
"7,122.6",27558-9,"Sturbridge to Bourne (1-Day, Sat)",2022
"10,725",30783-9,"Sturbridge to Bourne (1-Day, Sat)",2022
"5,405",52366-8,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,730",79759-1,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,477",66339-5,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,657.5",39552-4,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,630",40977-9,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,650",78653-1,"Sturbridge to Bourne (1-Day, Sat)",2022
"5,345",01075-7,"Sturbridge to Bourne (1-Day, Sat)",2022
"6,372",23127-7,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,990",39604-4,"Sturbridge to Bourne (1-Day, Sat)",2022
"5,560",39650-7,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,134.1",13907-8,"Sturbridge to Bourne (1-Day, Sat)",2022
"17,262.1",86835-2,"Sturbridge to Bourne (1-Day, Sat)",2022
"6,650",61114-3,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,190",72725-7,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,610",11145-A,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,000",11408-A,"Sturbridge to Bourne (1-Day, Sat)",2022
"23,727",54861-4,"Sturbridge to Bourne (1-Day, Sat)",2022
"8,055",10830-A,"Sturbridge to Bourne (1-Day, Sat)",2022
"13,975",40820-4,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,782",11248-A,"Sturbridge to Bourne (1-Day, Sat)",2022
"2,420",51144-7,"Sturbridge to Bourne (1-Day, Sat)",2022
"17,625",80799-9,"Sturbridge to Bourne (1-Day, Sat)",2022
"5,099.59",11270-A,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,024",11426-A,"Sturbridge to Bourne (1-Day, Sat)",2022
"4,024",11440-A,"Sturbridge to Bourne (1-Day, Sat)",2022
"6,095",20331-5,"Sturbridge to Bourne (1-Day, Sat)",2022
"6,800",33114-8,"Sturbridge to Bourne (1-Day, Sat)",2022
"9,421.9",87647-0,"Sturbridge to Bourne (1-Day, Sat)",2022
